queueT, repeat, sampNumb, myHF2LI.ac, myHF2LI.dc, pd.Timestamp.now() #now, time.time, myHF2LI.sigins[1-1].diff, myHF2LI.sigins[2-1].diff, dem(1-1)['x'] # TX1, dem(1-1)['y'] # TY1, dem(2-1)['x'] # TX2, dem(2-1)['y'] # TY2, dem(3-1)['y'] # Y1, dem(3-1)['x'] # X1,  dem(4-1)['x'] # X2, dem(4-1)['y'] # Y2, myHF2LI.sigins[1-1].ac #acCoupled1, myHF2LI.sigins[2-1].ac #acCoupled2, purpose, TM620.Tmag #Tmag, TM620.Tshield #Tshield, LK336.get_sample_temp() #Tsamp, LK336.get_vti_temp() #Tvti, scanner.x #x, scanner.y #y, scanner.z #z                 ;
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:55.855027,1747261675.8550556,0,1,6.870638928350581e-07,6.476743914455886e-07,2.1398016798276086e-07,8.076760769843667e-07,2.056470159622784e-07,-1.8126366777643692e-07,4.340587285577461e-09,3.4213796698228395e-08,1,1,Scanner function Test,4.28,53.26,0.0,300.01,0.22232394903486608,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:02.664811,1747261682.6648405,0,1,3.282922970866976e-07,-4.241714854710027e-07,-2.448301549965474e-07,4.912245236238779e-07,-1.2748361737752004e-07,-7.283618598443997e-08,2.485007766451808e-07,-4.770164558723218e-08,1,1,Scanner function Test,4.28,53.28,0.0,300.009,0.44449530785076696,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:09.352395,1747261689.3524234,0,1,-3.860184565069354e-07,7.890874370218232e-07,8.826829520515893e-08,2.9444373775356195e-07,4.091325915066204e-08,-3.047609052095963e-08,1.3178534449029422e-08,-1.5088245562093042e-07,1,1,Scanner function Test,4.28,53.22,0.0,300.005,0.6666666666666661,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:16.032126,1747261696.0321553,0,1,3.687841085759033e-07,2.2262939394864852e-07,5.176581757248035e-07,-2.2510259217495007e-08,-5.968248757327069e-08,3.325443618214782e-09,-8.50425893364071e-08,-2.1746544436319356e-07,1,1,Scanner function Test,4.28,53.25,0.0,300.01,0.8891432059205009,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:23.088705,1747261703.0887356,0,1,3.292617117382527e-07,-3.0294106510899295e-07,-1.4752344906209554e-07,4.517930885896534e-07,7.128467791584514e-08,-4.4208930862293675e-08,-9.473757567384071e-08,-1.4503924887125256e-07,1,1,Scanner function Test,4.29,53.26,0.0,300.007,1.1113145647364,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:30.017324,1747261710.0173535,0,1,5.757257586272605e-07,-8.286983885956783e-07,1.9021253286136036e-07,3.531491934697383e-07,1.9468084756086702e-08,6.012130980688174e-08,-6.798124983907737e-08,-3.687861737878769e-08,1,1,Scanner function Test,4.28,53.25,0.0,300.008,1.333485923552301,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:36.804814,1747261716.8048456,0,1,-1.3094889092527395e-07,-4.834999915343233e-08,-1.6943979611460225e-07,1.3069272829779819e-07,-9.071022018436698e-08,9.924261356972876e-08,-2.8883920295742037e-08,-2.7121423426019816e-07,1,1,Scanner function Test,4.28,53.25,0.0,300.013,1.5556572823682,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:43.348731,1747261723.348761,0,1,4.1073447611363933e-07,4.137787827101984e-07,-7.043391609088571e-07,1.346251160113726e-07,-7.155058804990618e-08,-8.140736119548242e-09,-1.8647524002381656e-07,-7.969853210473245e-08,1,1,Scanner function Test,4.29,53.24,0.0,300.008,1.7778286411841009,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:50.144386,1747261730.144415,0,1,-7.535183313762503e-07,-1.2590684522255008e-07,-1.9915871490974217e-07,-3.75841502981834e-07,-1.04449328295508e-07,1.269421604133197e-07,9.658304214638281e-08,3.7019015422464e-08,1,1,Scanner function Test,4.28,53.25,0.0,300.01,2.0,1.333485923552301,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:28:57.080200,1747261737.0802288,0,1,-5.902598838866714e-07,1.0021823110180359e-06,2.2329323775081122e-07,7.996080944086168e-07,-1.2666849391412254e-08,2.6155403404519327e-09,4.933831697807932e-08,2.676494401824794e-09,1,1,Scanner function Test,4.29,53.24,0.0,300.008,2.0,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:03.882914,1747261743.882943,0,1,8.331054753028984e-07,-3.5592707573119274e-07,1.344367313293467e-07,-6.901897863416539e-07,1.1727639755261113e-07,1.4098643056693798e-08,-3.486228366659512e-07,-1.0693974828118813e-07,1,1,Scanner function Test,4.28,53.23,0.0,299.998,1.7778286411841009,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:10.556260,1747261750.556289,0,1,3.6015439252328526e-07,6.702904349330847e-07,8.370804300999703e-08,-1.0726670669023964e-06,-1.4328584026775046e-07,1.1476756599312299e-07,-1.1644505623483808e-07,7.190307175442611e-09,1,1,Scanner function Test,4.28,53.24,0.0,299.998,1.5556572823682,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:17.229040,1747261757.2290692,0,1,-1.1470263141992647e-06,7.335220638400752e-08,1.5634294336197304e-07,-8.015343816246252e-08,4.079691367362001e-08,5.925745443323499e-08,3.691332515409383e-08,-2.100155731706195e-07,1,1,Scanner function Test,4.29,53.23,0.0,299.988,1.333485923552301,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:24.151223,1747261764.1512516,0,1,6.81795456125757e-09,-2.9818495365464334e-08,-3.8785378191951766e-07,-6.392435751581224e-08,4.762517879558705e-08,-2.5342238619186513e-08,2.5864986290513e-07,-1.3112926568574879e-07,1,1,Scanner function Test,4.28,53.24,0.0,299.999,1.1113145647364,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:30.951768,1747261770.9517977,0,1,-5.409623870621751e-07,-9.308065601984443e-08,1.4470718041284427e-07,6.93013782943564e-07,1.9444972354923473e-09,-9.36091420672169e-10,-4.184997734831491e-08,-1.1058586667215243e-07,1,1,Scanner function Test,4.28,53.24,0.0,299.988,0.8891432059205009,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:37.658653,1747261777.6586814,0,1,-1.0866077867478128e-06,1.2569218550148436e-06,-1.4413670548132928e-07,-6.417948130375026e-07,-1.3882710552131144e-07,1.2924979656200384e-07,2.222078740405209e-07,-7.699759340066045e-08,1,1,Scanner function Test,4.29,53.24,0.0,299.99,0.6666666666666661,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:44.469609,1747261784.4696379,0,1,5.773857481959128e-08,4.481603174012917e-07,2.878486269419235e-07,3.687132901244893e-07,-6.221936740264505e-09,-6.151698544865057e-08,7.29255017041894e-09,-2.6963867362496905e-08,1,1,Scanner function Test,4.28,53.25,0.0,299.991,0.44449530785076696,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:51.413574,1747261791.4136038,0,1,8.981532997724471e-07,-3.9442304843046124e-07,2.0396651496548153e-07,7.865099747785026e-07,-1.6828648543245666e-07,1.3129802538780168e-08,8.067669593023396e-08,1.2279344523095837e-09,1,1,Scanner function Test,4.29,53.24,0.0,299.998,0.22232394903486608,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:29:58.402193,1747261798.4022212,0,1,-5.6295512682703e-07,-9.221905264226648e-08,-3.863545591037174e-07,6.417818908871551e-07,7.770835849677175e-08,4.028068448289278e-08,1.2771521147188785e-07,1.713030846934326e-07,1,1,Scanner function Test,4.29,53.22,0.0,299.995,0.00015259021896696368,1.5556572823682,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:05.102800,1747261805.1028337,0,1,-5.579607157177437e-08,5.51183174548259e-07,-6.353721242515785e-07,-9.580572215894745e-07,-9.417661027611618e-08,1.2948577809523656e-07,-4.503267250917576e-08,-1.376345839684113e-07,1,1,Scanner function Test,4.28,53.24,0.0,300.0,0.00015259021896696368,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:11.796376,1747261811.7964058,0,1,-8.342210876162276e-07,3.437383207598426e-07,-6.13430946400365e-08,1.7476473555973627e-07,1.821272881087159e-08,4.11379586982422e-08,1.800689525041043e-07,-1.8673644933052238e-08,1,1,Scanner function Test,4.29,53.24,0.0,300.001,0.22232394903486608,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:18.433015,1747261818.4330442,0,1,5.7430470215228746e-08,-8.290089002672624e-07,2.601283340671879e-07,-5.621757437982313e-07,1.0123137692948289e-07,-7.0650301264256375e-09,3.770447439797964e-08,3.6731951565304404e-08,1,1,Scanner function Test,4.28,53.25,0.0,300.008,0.44449530785076696,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:25.362395,1747261825.362425,0,1,-3.6149690259418566e-07,1.110582809713515e-08,-2.764856227153246e-07,-1.8344563346275004e-07,-8.939586885584369e-08,-2.555753651205621e-08,1.0873084185065469e-07,-1.6223323004712246e-07,1,1,Scanner function Test,4.28,53.24,0.0,300.003,0.6666666666666661,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:32.045987,1747261832.0460186,0,1,-1.2505661840478782e-06,9.821985855689626e-07,1.1926635485939737e-06,-4.6606142295270216e-07,3.174711589069219e-08,3.065362510074229e-08,1.3282461907141377e-07,-1.895782561610062e-07,1,1,Scanner function Test,4.29,53.26,0.0,300.008,0.8891432059205009,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:38.693645,1747261838.6936762,0,1,5.045779190672283e-07,1.7559441362469113e-07,2.9435898364981256e-08,6.823285581714632e-07,6.213271548506357e-08,-1.3538884204657107e-07,-3.6180309475167755e-08,-1.5954098787365762e-07,1,1,Scanner function Test,4.28,53.28,0.0,300.009,1.1113145647364,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:45.539275,1747261845.5393057,0,1,-7.118893706564697e-07,-6.574138921751045e-07,1.2440838253324085e-07,6.771737603725705e-07,1.717102546895184e-08,1.0789887375590095e-08,-4.117893424335532e-08,-2.100799745053862e-08,1,1,Scanner function Test,4.29,53.25,0.0,300.003,1.333485923552301,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:52.312750,1747261852.312781,0,1,3.85406174618414e-07,-9.741401045743507e-07,6.09788800318614e-07,3.702178338257268e-07,8.55258343885251e-08,1.478724375182518e-07,9.577544000675369e-08,1.714944083667906e-07,1,1,Scanner function Test,4.28,53.22,0.0,300.002,1.5556572823682,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:30:58.966978,1747261858.9670992,0,1,1.6669231891278884e-07,6.506069594479668e-07,5.723828490074767e-08,3.0361631080852103e-07,-2.3694058036031311e-07,-4.786147371731012e-09,-1.0722884916353499e-07,1.1820778814592806e-07,1,1,Scanner function Test,4.28,53.22,0.0,300.008,1.7778286411841009,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:05.667059,1747261865.6670902,0,1,-9.538945155491192e-07,9.037867238851892e-07,2.376151610314773e-07,5.091274028037674e-07,1.954875095350251e-07,-4.123973161048301e-08,1.8104860492493498e-07,-4.303450749471117e-09,1,1,Scanner function Test,4.29,53.25,0.0,300.003,2.0,1.7778286411841009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:12.694986,1747261872.6950169,0,1,6.803740195875383e-07,-9.628042115259317e-07,2.4092753890387155e-07,-7.958714392664817e-07,-8.502801677160587e-08,-7.160174872095563e-08,-7.53069408423507e-08,-1.629719650659974e-07,1,1,Scanner function Test,4.28,53.26,0.0,300.0,2.0,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:19.524892,1747261879.524926,0,1,-2.708670210691575e-07,6.431776098124273e-07,-2.2343259427416598e-07,6.373660627252881e-09,1.467684482138752e-08,-1.140107327889304e-08,2.0258873603208604e-07,2.9836464612157526e-08,1,1,Scanner function Test,4.28,53.24,0.0,299.999,1.7778286411841009,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:26.190561,1747261886.1905901,0,1,-6.5402106758241e-07,2.562902020385007e-07,-5.135004105066399e-07,-1.7596864923377294e-07,-4.580924918826034e-08,-3.136415515548583e-08,3.1056799393576145e-08,-2.306727322062125e-07,1,1,Scanner function Test,4.29,53.23,0.0,299.998,1.5556572823682,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:33.001770,1747261893.0018044,0,1,-7.172570038728498e-07,-6.197877575570667e-07,-9.544444670653763e-07,-8.331816146397495e-07,1.1555417110389873e-09,1.441171815855235e-08,3.667225105789294e-08,-4.047239989186372e-08,1,1,Scanner function Test,4.28,53.24,0.0,299.992,1.333485923552301,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:39.808978,1747261899.8090107,0,1,7.130124575469606e-07,2.7958769892520164e-07,-4.821133941269434e-07,2.3772702631340662e-07,-3.6019932915231705e-08,9.357937016063376e-08,-1.7985099080906666e-07,-1.3437393342057616e-07,1,1,Scanner function Test,4.29,53.23,0.0,299.999,1.1113145647364,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:46.757660,1747261906.7576928,0,1,-1.2532729944824217e-06,9.293818297787646e-07,6.595860803109598e-07,8.664783221404003e-07,-5.1533446658728205e-08,-1.5306136744720373e-07,-2.4803578647262565e-07,7.904057296924493e-08,1,1,Scanner function Test,4.29,53.23,0.0,299.999,0.8891432059205009,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:31:53.719431,1747261913.7194633,0,1,8.233652144468915e-07,1.0597810225632783e-08,4.804556849377642e-07,-6.437584731393197e-07,-1.2157898648373377e-07,-4.452466976632019e-08,-4.5697447844328373e-08,-1.6963820833845408e-07,1,1,Scanner function Test,4.28,53.21,0.0,299.992,0.6666666666666661,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:32:00.624162,1747261920.624192,0,1,5.2227404384155876e-08,1.522848814018823e-07,-3.8067134670581316e-08,2.8940587274653874e-07,-1.2754872383639e-07,-1.2333983806388168e-07,-1.3237905898526022e-07,-2.3768558314899505e-07,1,1,Scanner function Test,4.29,53.24,0.0,300.0,0.44449530785076696,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:32:07.397297,1747261927.3973284,0,1,-1.9678560000475906e-07,6.858668202994406e-07,-2.3653489459998087e-07,1.5608031965932356e-07,4.5114153516666476e-08,2.175425379318194e-08,-1.1747187362346625e-07,-1.0494518723436255e-07,1,1,Scanner function Test,4.28,53.21,0.0,299.997,0.22232394903486608,2.0,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:32:14.049089,1747261934.0491195,0,1,-3.7730766029527464e-07,-3.3663177150749215e-07,-1.814347188307408e-07,2.0421659658102908e-07,-3.95862939354022e-08,1.1598108457487653e-07,-6.462094175131127e-08,-1.6448077395278218e-07,1,1,Scanner function Test,4.28,53.24,0.0,300.001,0.00015259021896696368,2.0,0.00015259021896696368
;#Scan finished at 2025-05-14T15:32:15.631320
